Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
11855,Library Science,Technology Music Collection,,ROYALTY FREE Hyperlapse Background Music / Orchestral Dubstep Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=HYTPfn0zgt4,Module 9: Royalty Free Music for Timelapse and Hyperlapse,9
11856,Library Science,Technology Music Collection,,ROYALTY FREE Tutorial Music / Tutorial Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=FLxV-pim4HU,Module 9: Royalty Free Music for Timelapse and Hyperlapse,9
11857,Library Science,Technology Music Collection,,ROYALTY FREE Tutorial Music / Tutorial Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=FLxV-pim4HU,Module 10: Royalty Free Documentary and Nature Music,10
11858,Library Science,Technology Music Collection,,ROYALTY FREE Documentary Music | Documentary Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=YeLOnwZkgiw,Module 10: Royalty Free Documentary and Nature Music,10
11859,Library Science,Technology Music Collection,,ROYALTY FREE Upbeat Music | Happy Background Royalty Free Music | MUSIC4VIDEO,https://www.youtube.com/watch?v=fm6e-_eV-GU,Module 10: Royalty Free Documentary and Nature Music,10
11860,Library Science,Technology Music Collection,,ROYALTY FREE Travel Video Music | Travel Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=iTVIYqM0qLE,Module 11: Royalty Free Future Bass and Dubstep Music,11
11861,Library Science,Technology Music Collection,,ROYALTY FREE Technology Background Music | Presentation Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=7rGlPQx0ga8,Module 11: Royalty Free Future Bass and Dubstep Music,11
11862,Library Science,Technology Music Collection,,ROYALTY FREE Technology Presentation Music | Corporate Presentation Music Royalty Free | MUSIC4VIDEO,https://www.youtube.com/watch?v=G64sEX0Dg18,Module 11: Royalty Free Future Bass and Dubstep Music,11
11863,Library Science,Technology Music Collection,,ROYALTY FREE Upbeat Sports Background Music | Inspiring Breakbeat Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=qB8JqjN6Vu8,Module 12: Royalty Free Music for Reels and Motion Graphics,12
11864,Library Science,Technology Music Collection,,ROYALTY FREE Commercial Music | Showreel Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=XMFG0tjTSGU,Module 12: Royalty Free Music for Reels and Motion Graphics,12
11865,Library Science,Technology Music Collection,,ROYALTY FREE Cinematic Background Music | Sinemaee Prshthabhoomi Sangeet | Epic Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=ncsXIcGTcLU,Module 12: Royalty Free Music for Reels and Motion Graphics,12
11866,Library Science,Technology Music Collection,,ROYALTY FREE Hi-Tech Presentation Background Music Business Technology Corporate Music Royalty Free,https://www.youtube.com/watch?v=74zv4WsESLU,Module 13: Royalty Free Sports and Workout Music,13
11867,Library Science,Technology Music Collection,,ROYALTY FREE Science Ambient Music | Ambient Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=RxsItfMa7Jk,Module 13: Royalty Free Sports and Workout Music,13
11868,Library Science,Technology Music Collection,,ROYALTY FREE Corporate Promo Music Background | Business Background Music Royalty Free | MUSIC4VIDEO,https://www.youtube.com/watch?v=-6csn2RU25Y,Module 13: Royalty Free Sports and Workout Music,13
11869,Library Science,Technology Music Collection,,ROYALTY FREE Sport Aggressive Trap Music | Epic Workout Music Royalty Free  by MUSIC4VIDEO,https://www.youtube.com/watch?v=hjJhO8LCtvo,Module 14: Royalty Free Medical and Corporate Music,14
11870,Library Science,Technology Music Collection,,ROYALTY FREE Documentary Background Music / Technology Video Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=GYQNeyKYPvU,Module 14: Royalty Free Medical and Corporate Music,14
11871,Library Science,Technology Music Collection,,ROYALTY FREE Youtube Background Music | Royalty Free Music for Youtube Video by MUSIC4VIDEO,https://www.youtube.com/watch?v=bdh5Lutaobs,Module 14: Royalty Free Medical and Corporate Music,14
11872,Library Science,Technology Music Collection,,ROYALTY FREE Presentation Background Music | Corporate Background Royalty Free Music | MUSIC4VIDEO,https://www.youtube.com/watch?v=jpqb9nTAR-k,Module 15: Royalty Free Happy and Upbeat Music,15
11873,Library Science,Technology Music Collection,,ROYALTY FREE Business Presentation Music | Podcast Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=kFdq9iLcTiY,Module 15: Royalty Free Happy and Upbeat Music,15
11874,Library Science,Technology Music Collection,,ROYALTY FREE Explainer Music | Hi Tech Corporate Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=qysBfpfqUVw,Module 15: Royalty Free Happy and Upbeat Music,15
11875,Library Science,Technology Music Collection,,ROYALTY FREE Corporate Promo Background Music | Business Background Royalty Free Music | MUSIC4VIDEO,https://www.youtube.com/watch?v=v27VHrteYsw,Module 16: Royalty Free Travel and Cinematic Music,16
11876,Library Science,Technology Music Collection,,ROYALTY FREE Advertisement Music | Commercials Background Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=CRrKxd_Z2ZI,Module 16: Royalty Free Travel and Cinematic Music,16
11877,Library Science,Technology Music Collection,,ROYALTY FREE Beautiful Background Music | Nature Videos Music | Documentary Music Royalty Free,https://www.youtube.com/watch?v=ORp-4cxGZF8,Module 16: Royalty Free Travel and Cinematic Music,16
11878,Library Science,Technology Music Collection,,ROYALTY FREE Showreel Music | Explainer Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=eGhDQfNuInk,Module 17: Royalty Free Commercial and Showreel Music,17
11879,Library Science,Technology Music Collection,,ROYALTY FREE Presentation Background Music / Presentation Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=OGa_2FKKssY,Module 17: Royalty Free Commercial and Showreel Music,17
11880,Library Science,Technology Music Collection,,ROYALTY FREE Science Documentary Music / Ambient Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=b4JgWVnIXrU,Module 17: Royalty Free Commercial and Showreel Music,17
11881,Library Science,Technology Music Collection,,ROYALTY FREE Technology Background Music | Technlolgy Music | Glitch Music Royalty Free MUSIC4VIDEO,https://www.youtube.com/watch?v=nJPAq0BXGAQ,Module 18: Royalty Free Ambient and Science Music,18
11882,Library Science,Technology Music Collection,,ROYALTY FREE Corporate Background Music | Motivational Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=GSq8BLiIfac,Module 18: Royalty Free Ambient and Science Music,18
11883,Library Science,Technology Music Collection,,ROYALTY FREE Space Music / Space Background Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=yr2BWAWRyyk,Module 18: Royalty Free Ambient and Science Music,18
11884,Library Science,Technology Music Collection,,ROYALTY FREE Space Music / Space Background Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=yr2BWAWRyyk,Module 19: Royalty Free Corporate and Business Music,19
11885,Library Science,Technology Music Collection,,ROYALTY FREE Commercial Music | ROYALTY FREE Background Music for Advertisement | MUSIC4VIDEO,https://www.youtube.com/watch?v=-rGq5eUzu8Y,Module 19: Royalty Free Corporate and Business Music,19
11886,Library Science,Technology Music Collection,,ROYALTY FREE Event Promo Music / Corpoarte Background Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=e14gJSmDvwY,Module 19: Royalty Free Corporate and Business Music,19
11887,Library Science,Technology Music Collection,,ROYALTY FREE Documentary Background Music / Abstract Electronic Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=bqW6KxeUpRI,Module 20: Royalty Free  Aggressive and Epic Music,20
11888,Library Science,Technology Music Collection,,ROYALTY FREE Documentary Background Music / Technlolgy Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=_sfRGywTgSo,Module 20: Royalty Free  Aggressive and Epic Music,20
11889,Library Science,Technology Music Collection,,ROYALTY FREE Travel Video Music | Travel Pop Music | Royalty Free Background Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=1N0b5CWHY-Y,Module 20: Royalty Free  Aggressive and Epic Music,20
11890,Library Science,Technology Music Collection,,ROYALTY FREE Epic Dubstep Music / Symphonic Dubstep Background Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=c1FogErYTRw,Module 21: Royalty Free Youtube and Presentation Music,21
11891,Library Science,Technology Music Collection,,ROYALTY FREE Corporate Promo Music Background | Royalty Free Business Background Music | MUSIC4VIDEO,https://www.youtube.com/watch?v=90Yi8IkfM70,Module 21: Royalty Free Youtube and Presentation Music,21
11892,Library Science,Technology Music Collection,,ROYALTY FREE Breakbeat Music | Sports Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=902LtLwz4Fk,Module 21: Royalty Free Youtube and Presentation Music,21
11893,Library Science,Technology Music Collection,,ROYALTY FREE Corporate Presentation Music | Business Event Music Royalty Free | MUSIC4VIDEO,https://www.youtube.com/watch?v=9g_T3somZA4,Module 22: Royalty Free Business and Podcast Music,22
11894,Library Science,Technology Music Collection,,ROYALTY FREE Ambient Music / Sci Fi Music Royalty Free / Royalty Free Sci Fi Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=3BldtTERx1I,Module 22: Royalty Free Business and Podcast Music,22
11895,Library Science,Technology Music Collection,,ROYALTY FREE Tech Corporate | Technology Background Royalty Free Music | ROYALTY FREE | MUSIC4VIDEO,https://www.youtube.com/watch?v=-rk_ysnZR-4,Module 22: Royalty Free Business and Podcast Music,22
11896,Library Science,Technology Music Collection,,ROYALTY FREE Ambient  Music / Chill Music Royalty Free / Royalty Free Presentation Music,https://www.youtube.com/watch?v=bUCEurUN_6I,Module 23: Royalty Free Explainer and Corporate Music,23
11897,Library Science,Technology Music Collection,,ROYALTY FREE Technology Presentation Music | Experimental Cinematic Music Royalty Free | MUSIC4VIDEO,https://www.youtube.com/watch?v=atrhwnyQ5lk,Module 23: Royalty Free Explainer and Corporate Music,23
11898,Library Science,Technology Music Collection,,ROYALTY FREE Sport Workout Music | GYM Beats | Trainings Royalty Free Music by MUSIC4VIDEO,https://www.youtube.com/watch?v=JzvcYwd7Mys,Module 23: Royalty Free Explainer and Corporate Music,23
11899,Library Science,Technology Music Collection,,ROYALTY FREE Educational Music | Promo Background Royalty Free Music | Music for Video Library,https://www.youtube.com/watch?v=imW62PhNY-w,Module 24: Royalty Free Advertisement and Commercial Music,24
11900,Library Science,Technology Music Collection,,ROYALTY FREE Timelapse Music | Amazing Background Music Royalty Free by MUSIC4VIDEO,https://www.youtube.com/watch?v=3lGZy4O_faA,Module 24: Royalty Free Advertisement and Commercial Music,24
11901,Library Science,Technology Music Collection,,Tech Corporate | Technology Background Music | ROYALTY FREE MUSIC | MUSIC4VIDEO,https://www.youtube.com/watch?v=Cjo_iShO8F0,Module 24: Royalty Free Advertisement and Commercial Music,24
11902,Library Science,Technology Music Collection,,ROYALTY FREE Business Promo Background Music | Technology Presentation Royalty Free Music,https://www.youtube.com/watch?v=xlHMwPoNIM4,Module 24: Royalty Free Advertisement and Commercial Music,24
